Julian Day,Rainfall,Tmax,Tmin,Tavg,Biomass,Radiation
342,0,-7.22,-22.78,-15,0,5.02
343,0,-13.33,-20.56,-16.94,0,5
344,0,-10,-20,-15,0,4.99
345,0,-6.11,-18.89,-12.5,0,5.03
346,0,-4.44,-17.78,-11.11,0,4.83
347,0,-4.44,-17.22,-10.83,0,5.13
348,0,-1.67,-16.11,-8.89,0,4.98
349,0,-7.78,-17.22,-12.5,0,4.82
350,0,-5.56,-14.44,-10,0,5.16
351,0,-7.22,-11.67,-9.44,0,5.2
352,0,-4.44,-11.67,-8.06,0,5.02
353,0,0,-8.89,-4.44,0,4.98
354,0,-3.33,-7.22,-5.28,0,5.41
355,0,0.56,-5.56,-2.5,0,5.52
356,1.411111111,1.11,0,0.56,0,4.96
357,12.24844444,1.67,-15,-6.67,0,4.84
358,0,-10,-15,-12.5,0,5.03
359,0,-7.22,-15,-11.11,0,5.6
360,0,0,-7.78,-3.89,0,5.11
361,0,-0.56,-5,-2.78,0,5.17
362,0,-0.56,-10,-5.28,0,4.5
363,0,-5,-12.22,-8.61,0,5.09
364,0,-6.67,-8.89,-7.78,0,4.87
365,0,-7.22,-9.44,-8.33,0,5.4
